date,service,daily_cost_usd
2017-06-21,AWS_RDS_Database,106.11
2017-06-22,AWS_EKS_Kubernetes,159.94
2017-06-22,AWS_RDS_Database,89.73
2017-06-23,AWS_EKS_Kubernetes,235.57
2017-06-23,AWS_RDS_Database,113.21
2017-06-24,AWS_EKS_Kubernetes,216.81
2017-06-24,AWS_RDS_Database,88.2
2017-06-25,AWS_EKS_Kubernetes,239.63
2017-06-25,AWS_RDS_Database,80.52
2017-06-26,AWS_EKS_Kubernetes,170.79
2017-06-26,AWS_RDS_Database,81.06
2017-06-27,AWS_EKS_Kubernetes,208.3
2017-06-27,AWS_RDS_Database,96.86
2017-06-28,AWS_EKS_Kubernetes,231.74
2017-06-28,AWS_RDS_Database,93.67
2017-06-29,AWS_EKS_Kubernetes,187.97
2017-06-29,AWS_RDS_Database,103.61
2017-06-30,AWS_EKS_Kubernetes,212.41
2017-06-30,AWS_RDS_Database,96.38
2017-07-01,AWS_EKS_Kubernetes,193.61
2017-07-01,AWS_RDS_Database,91.78
2017-07-02,AWS_EKS_Kubernetes,226.36
2017-07-02,AWS_RDS_Database,85.6
2017-07-03,AWS_EKS_Kubernetes,198.74
2017-07-03,AWS_RDS_Database,115.78
2017-07-04,AWS_EKS_Kubernetes,192.52
2017-07-04,AWS_RDS_Database,80.9
2017-07-05,AWS_EKS_Kubernetes,204.16
2017-07-05,AWS_RDS_Database,105.34
2017-07-06,AWS_EKS_Kubernetes,914.28
2017-07-06,AWS_RDS_Database,113.4
2017-07-07,AWS_EKS_Kubernetes,167.17
2017-07-07,AWS_RDS_Database,90.89
2017-07-08,AWS_EKS_Kubernetes,241.43
2017-07-08,AWS_RDS_Database,84.71
2017-07-09,AWS_EKS_Kubernetes,177.41
2017-07-09,AWS_RDS_Database,102.17
2017-07-10,AWS_EKS_Kubernetes,232.97
2017-07-10,AWS_RDS_Database,88.26
2017-07-11,AWS_EKS_Kubernetes,163.69
2017-07-11,AWS_RDS_Database,116.0
2017-07-12,AWS_EKS_Kubernetes,209.74
2017-07-12,AWS_RDS_Database,104.02
2017-07-13,AWS_EKS_Kubernetes,167.54
2017-07-13,AWS_RDS_Database,116.58
2017-07-14,AWS_EKS_Kubernetes,188.31
2017-07-14,AWS_RDS_Database,100.76
2017-07-15,AWS_EKS_Kubernetes,166.63
2017-07-15,AWS_RDS_Database,109.52
2017-07-16,AWS_EKS_Kubernetes,210.32
2017-07-16,AWS_RDS_Database,89.81
2017-07-17,AWS_EKS_Kubernetes,178.87
2017-07-17,AWS_RDS_Database,94.23
2017-07-18,AWS_EKS_Kubernetes,179.71
2017-07-18,AWS_RDS_Database,102.66
2017-07-19,AWS_EKS_Kubernetes,216.37
2017-07-19,AWS_RDS_Database,117.47
2017-07-20,AWS_EKS_Kubernetes,171.49
2017-07-20,AWS_RDS_Database,81.25
2017-07-21,AWS_EKS_Kubernetes,209.51
2017-07-21,AWS_RDS_Database,82.06
2017-07-22,AWS_EKS_Kubernetes,209.68
2017-07-22,AWS_RDS_Database,93.37
2017-07-23,AWS_EKS_Kubernetes,160.66
2017-07-23,AWS_RDS_Database,83.01
2017-07-24,AWS_EKS_Kubernetes,199.55
2017-07-24,AWS_RDS_Database,107.54
2017-07-25,AWS_EKS_Kubernetes,174.64
2017-07-25,AWS_RDS_Database,112.76
2017-07-26,AWS_EKS_Kubernetes,219.47
2017-07-26,AWS_RDS_Database,90.89
2017-07-27,AWS_EKS_Kubernetes,186.1
2017-07-27,AWS_RDS_Database,83.66
2017-07-28,AWS_EKS_Kubernetes,163.68
2017-07-28,AWS_RDS_Database,118.01
2017-07-29,AWS_EKS_Kubernetes,168.51
2017-07-29,AWS_RDS_Database,101.68
2017-07-30,AWS_EKS_Kubernetes,223.22
2017-07-30,AWS_RDS_Database,112.26
2017-07-31,AWS_EKS_Kubernetes,219.23
2017-07-31,AWS_RDS_Database,113.97
2017-08-01,AWS_EKS_Kubernetes,1359.21
2017-08-01,AWS_RDS_Database,88.85
2017-08-02,AWS_EKS_Kubernetes,153.94
2017-08-02,AWS_RDS_Database,108.22
2017-08-03,AWS_EKS_Kubernetes,168.06
2017-08-03,AWS_RDS_Database,102.72
2017-08-04,AWS_EKS_Kubernetes,153.39
2017-08-04,AWS_RDS_Database,107.9
2017-08-05,AWS_EKS_Kubernetes,242.44
2017-08-05,AWS_RDS_Database,118.84
2017-08-06,AWS_EKS_Kubernetes,197.42
2017-08-06,AWS_RDS_Database,114.48
2017-08-07,AWS_EKS_Kubernetes,181.91
2017-08-07,AWS_RDS_Database,113.16
2017-08-08,AWS_EKS_Kubernetes,209.63
2017-08-08,AWS_RDS_Database,89.2
2017-08-09,AWS_EKS_Kubernetes,157.7
2017-08-09,AWS_RDS_Database,107.85
2017-08-10,AWS_EKS_Kubernetes,222.48
2017-08-10,AWS_RDS_Database,82.61
2017-08-11,AWS_EKS_Kubernetes,203.95
2017-08-11,AWS_RDS_Database,111.63
2017-08-12,AWS_EKS_Kubernetes,212.59
2017-08-12,AWS_RDS_Database,115.44
2017-08-13,AWS_EKS_Kubernetes,173.3
2017-08-13,AWS_RDS_Database,80.98
2017-08-14,AWS_EKS_Kubernetes,152.13
2017-08-14,AWS_RDS_Database,114.99
2017-08-15,AWS_EKS_Kubernetes,1232.25
2017-08-15,AWS_RDS_Database,111.95
2017-08-16,AWS_EKS_Kubernetes,226.72
2017-08-16,AWS_RDS_Database,96.08
2017-08-17,AWS_EKS_Kubernetes,1341.35
2017-08-17,AWS_RDS_Database,114.95
2017-08-18,AWS_EKS_Kubernetes,191.78
2017-08-18,AWS_RDS_Database,96.85
2017-08-19,AWS_EKS_Kubernetes,173.88
2017-08-19,AWS_RDS_Database,84.42
2017-08-20,AWS_EKS_Kubernetes,178.72
2017-08-20,AWS_RDS_Database,91.85
2017-08-21,AWS_EKS_Kubernetes,814.74
2017-08-21,AWS_RDS_Database,80.71
2017-08-22,AWS_EKS_Kubernetes,188.43
2017-08-22,AWS_RDS_Database,107.19
2017-08-23,AWS_EKS_Kubernetes,245.0
2017-08-23,AWS_RDS_Database,111.45
2017-08-24,AWS_EKS_Kubernetes,191.76
2017-08-24,AWS_RDS_Database,115.16
2017-08-25,AWS_EKS_Kubernetes,196.74
2017-08-25,AWS_RDS_Database,104.54
2017-08-26,AWS_EKS_Kubernetes,249.12
2017-08-26,AWS_RDS_Database,89.27
2017-08-27,AWS_EKS_Kubernetes,214.96
2017-08-27,AWS_RDS_Database,104.31
2017-08-28,AWS_EKS_Kubernetes,173.07
2017-08-28,AWS_RDS_Database,87.06
2017-08-29,AWS_EKS_Kubernetes,168.64
2017-08-29,AWS_RDS_Database,111.18
2017-08-30,AWS_EKS_Kubernetes,155.78
2017-08-30,AWS_RDS_Database,118.76
2017-08-31,AWS_EKS_Kubernetes,242.78
2017-08-31,AWS_RDS_Database,119.8
2017-09-01,AWS_EKS_Kubernetes,189.62
2017-09-01,AWS_RDS_Database,110.33
2017-09-02,AWS_EKS_Kubernetes,165.39
2017-09-02,AWS_RDS_Database,112.63
2017-09-03,AWS_EKS_Kubernetes,172.38
2017-09-03,AWS_RDS_Database,101.48
2017-09-04,AWS_EKS_Kubernetes,208.01
2017-09-04,AWS_RDS_Database,83.66
2017-09-05,AWS_EKS_Kubernetes,176.56
2017-09-05,AWS_RDS_Database,85.18
2017-09-06,AWS_EKS_Kubernetes,245.57
2017-09-06,AWS_RDS_Database,114.49
2017-09-07,AWS_EKS_Kubernetes,215.52
2017-09-07,AWS_RDS_Database,102.03
2017-09-08,AWS_EKS_Kubernetes,190.85
2017-09-08,AWS_RDS_Database,94.91
2017-09-09,AWS_EKS_Kubernetes,222.34
2017-09-09,AWS_RDS_Database,99.84
2017-09-10,AWS_EKS_Kubernetes,172.02
2017-09-10,AWS_RDS_Database,107.33
2017-09-11,AWS_EKS_Kubernetes,235.12
2017-09-11,AWS_RDS_Database,99.81
2017-09-12,AWS_EKS_Kubernetes,209.24
2017-09-12,AWS_RDS_Database,112.99
2017-09-13,AWS_EKS_Kubernetes,217.8
2017-09-13,AWS_RDS_Database,102.63
2017-09-14,AWS_EKS_Kubernetes,237.86
2017-09-14,AWS_RDS_Database,111.9
2017-09-15,AWS_EKS_Kubernetes,235.06
2017-09-15,AWS_RDS_Database,114.69
2017-09-16,AWS_EKS_Kubernetes,233.7
2017-09-16,AWS_RDS_Database,107.9
2017-09-17,AWS_EKS_Kubernetes,211.86
2017-09-17,AWS_RDS_Database,110.11
2017-09-18,AWS_EKS_Kubernetes,238.09
2017-09-18,AWS_RDS_Database,114.87
2017-09-19,AWS_EKS_Kubernetes,232.58
2017-09-19,AWS_RDS_Database,85.15
2017-09-20,AWS_EKS_Kubernetes,224.35
2017-09-20,AWS_RDS_Database,86.43
2017-09-21,AWS_EKS_Kubernetes,233.21
2017-09-21,AWS_RDS_Database,100.3
2017-09-22,AWS_EKS_Kubernetes,1053.54
2017-09-22,AWS_RDS_Database,104.68
2017-09-23,AWS_EKS_Kubernetes,175.98
2017-09-23,AWS_RDS_Database,105.36
2017-09-24,AWS_EKS_Kubernetes,227.98
2017-09-24,AWS_RDS_Database,84.28
2017-09-25,AWS_EKS_Kubernetes,204.13
2017-09-25,AWS_RDS_Database,118.52
2017-09-26,AWS_EKS_Kubernetes,213.26
2017-09-26,AWS_RDS_Database,117.28
2017-09-27,AWS_EKS_Kubernetes,243.72
2017-09-27,AWS_RDS_Database,107.52
2017-09-28,AWS_EKS_Kubernetes,180.1
2017-09-28,AWS_RDS_Database,108.33
2017-09-29,AWS_EKS_Kubernetes,208.22
2017-09-29,AWS_RDS_Database,93.84
2017-09-30,AWS_EKS_Kubernetes,1067.59
2017-09-30,AWS_RDS_Database,114.86
2017-10-01,AWS_EKS_Kubernetes,224.97
2017-10-01,AWS_RDS_Database,85.2
2017-10-02,AWS_EKS_Kubernetes,152.46
2017-10-02,AWS_RDS_Database,80.88
2017-10-03,AWS_EKS_Kubernetes,198.86
2017-10-03,AWS_RDS_Database,110.82
2017-10-04,AWS_EKS_Kubernetes,1027.15
2017-10-04,AWS_RDS_Database,90.95
2017-10-05,AWS_EKS_Kubernetes,195.14
2017-10-05,AWS_RDS_Database,86.54
2017-10-06,AWS_EKS_Kubernetes,219.37
2017-10-06,AWS_RDS_Database,88.83
2017-10-07,AWS_EKS_Kubernetes,218.05
2017-10-07,AWS_RDS_Database,106.18
2017-10-08,AWS_EKS_Kubernetes,245.09
2017-10-08,AWS_RDS_Database,86.04
2017-10-09,AWS_EKS_Kubernetes,244.36
2017-10-09,AWS_RDS_Database,96.79
2017-10-10,AWS_EKS_Kubernetes,992.06
2017-10-10,AWS_RDS_Database,90.97
2017-10-11,AWS_EKS_Kubernetes,239.41
2017-10-11,AWS_RDS_Database,89.2
2017-10-12,AWS_EKS_Kubernetes,153.11
2017-10-12,AWS_RDS_Database,106.07
2017-10-13,AWS_EKS_Kubernetes,1077.34
2017-10-13,AWS_RDS_Database,98.93
2017-10-14,AWS_EKS_Kubernetes,236.86
2017-10-14,AWS_RDS_Database,111.06
2017-10-15,AWS_EKS_Kubernetes,234.48
2017-10-15,AWS_RDS_Database,110.44
2017-10-16,AWS_EKS_Kubernetes,163.12
2017-10-16,AWS_RDS_Database,81.3
2017-10-17,AWS_EKS_Kubernetes,211.67
2017-10-17,AWS_RDS_Database,111.86
2017-10-18,AWS_EKS_Kubernetes,161.73
2017-10-18,AWS_RDS_Database,85.01
2017-10-19,AWS_EKS_Kubernetes,193.03
2017-10-19,AWS_RDS_Database,88.02
2017-10-20,AWS_EKS_Kubernetes,156.42
2017-10-20,AWS_RDS_Database,103.28
2017-10-21,AWS_EKS_Kubernetes,229.76
2017-10-21,AWS_RDS_Database,92.41
2017-10-22,AWS_EKS_Kubernetes,151.16
2017-10-22,AWS_RDS_Database,82.9
2017-10-23,AWS_EKS_Kubernetes,197.99
2017-10-23,AWS_RDS_Database,104.0
2017-10-24,AWS_EKS_Kubernetes,219.5
2017-10-24,AWS_RDS_Database,114.4
2017-10-25,AWS_EKS_Kubernetes,153.96
2017-10-25,AWS_RDS_Database,99.22
2017-10-26,AWS_EKS_Kubernetes,174.2
2017-10-26,AWS_RDS_Database,119.47
2017-10-27,AWS_EKS_Kubernetes,199.89
2017-10-27,AWS_RDS_Database,104.73
2017-10-28,AWS_EKS_Kubernetes,205.96
2017-10-28,AWS_RDS_Database,80.39
2017-10-29,AWS_EKS_Kubernetes,201.77
2017-10-29,AWS_RDS_Database,83.51
2017-10-30,AWS_EKS_Kubernetes,153.32
2017-10-30,AWS_RDS_Database,83.14
2017-10-31,AWS_EKS_Kubernetes,163.27
2017-10-31,AWS_RDS_Database,102.7
2017-11-01,AWS_EKS_Kubernetes,230.06
2017-11-01,AWS_RDS_Database,88.01
2017-11-02,AWS_EKS_Kubernetes,160.46
2017-11-02,AWS_RDS_Database,105.46
2017-11-03,AWS_EKS_Kubernetes,153.16
2017-11-03,AWS_RDS_Database,117.45
2017-11-04,AWS_EKS_Kubernetes,204.13
2017-11-04,AWS_RDS_Database,108.36
2017-11-05,AWS_EKS_Kubernetes,221.41
2017-11-05,AWS_RDS_Database,112.07
2017-11-06,AWS_EKS_Kubernetes,231.48
2017-11-06,AWS_RDS_Database,83.2
2017-11-07,AWS_EKS_Kubernetes,204.76
2017-11-07,AWS_RDS_Database,112.69
2017-11-08,AWS_EKS_Kubernetes,214.36
2017-11-08,AWS_RDS_Database,101.06
2017-11-09,AWS_EKS_Kubernetes,158.16
2017-11-09,AWS_RDS_Database,82.41
2017-11-10,AWS_EKS_Kubernetes,165.95
2017-11-10,AWS_RDS_Database,114.87
2017-11-11,AWS_EKS_Kubernetes,247.59
2017-11-11,AWS_RDS_Database,93.48
2017-11-12,AWS_EKS_Kubernetes,228.97
2017-11-12,AWS_RDS_Database,106.35
2017-11-13,AWS_EKS_Kubernetes,205.54
2017-11-13,AWS_RDS_Database,108.77
2017-11-14,AWS_EKS_Kubernetes,249.63
2017-11-14,AWS_RDS_Database,118.99
2017-11-15,AWS_EKS_Kubernetes,169.95
2017-11-15,AWS_RDS_Database,107.21
2017-11-16,AWS_EKS_Kubernetes,153.07
2017-11-16,AWS_RDS_Database,90.31
2017-11-17,AWS_EKS_Kubernetes,236.83
2017-11-17,AWS_RDS_Database,109.09
2017-11-18,AWS_EKS_Kubernetes,192.55
2017-11-18,AWS_RDS_Database,93.84
2017-11-19,AWS_EKS_Kubernetes,248.76
2017-11-19,AWS_RDS_Database,81.6
2017-11-20,AWS_EKS_Kubernetes,207.87
2017-11-20,AWS_RDS_Database,97.54
2017-11-21,AWS_EKS_Kubernetes,198.67
2017-11-21,AWS_RDS_Database,114.94
2017-11-22,AWS_EKS_Kubernetes,192.17
2017-11-22,AWS_RDS_Database,91.07
2017-11-23,AWS_EKS_Kubernetes,241.24
2017-11-23,AWS_RDS_Database,88.43
2017-11-24,AWS_EKS_Kubernetes,213.16
2017-11-24,AWS_RDS_Database,109.32
2017-11-25,AWS_EKS_Kubernetes,221.58
2017-11-25,AWS_RDS_Database,116.36
2017-11-26,AWS_EKS_Kubernetes,173.75
2017-11-26,AWS_RDS_Database,118.86
2017-11-27,AWS_EKS_Kubernetes,235.44
2017-11-27,AWS_RDS_Database,99.69
2017-11-28,AWS_EKS_Kubernetes,237.07
2017-11-28,AWS_RDS_Database,97.81
2017-11-29,AWS_EKS_Kubernetes,185.92
2017-11-29,AWS_RDS_Database,103.72
2017-11-30,AWS_EKS_Kubernetes,189.11
2017-11-30,AWS_RDS_Database,118.78
2017-12-01,AWS_EKS_Kubernetes,215.67
2017-12-01,AWS_RDS_Database,93.01
2017-12-02,AWS_EKS_Kubernetes,163.09
2017-12-02,AWS_RDS_Database,118.79
2017-12-03,AWS_EKS_Kubernetes,173.61
2017-12-03,AWS_RDS_Database,82.94
2017-12-04,AWS_EKS_Kubernetes,201.98
2017-12-04,AWS_RDS_Database,93.48
2017-12-05,AWS_EKS_Kubernetes,193.09
2017-12-05,AWS_RDS_Database,89.95
2017-12-06,AWS_EKS_Kubernetes,220.68
2017-12-06,AWS_RDS_Database,86.68
2017-12-07,AWS_EKS_Kubernetes,153.67
2017-12-07,AWS_RDS_Database,109.46
2017-12-08,AWS_EKS_Kubernetes,197.46
2017-12-08,AWS_RDS_Database,113.77
2017-12-09,AWS_EKS_Kubernetes,208.54
2017-12-09,AWS_RDS_Database,114.73
2017-12-10,AWS_EKS_Kubernetes,161.19
2017-12-10,AWS_RDS_Database,90.79
2017-12-11,AWS_EKS_Kubernetes,203.12
2017-12-11,AWS_RDS_Database,117.46
2017-12-12,AWS_EKS_Kubernetes,162.21
2017-12-12,AWS_RDS_Database,98.09
2017-12-13,AWS_EKS_Kubernetes,181.62
2017-12-13,AWS_RDS_Database,100.29
2017-12-14,AWS_EKS_Kubernetes,661.78
2017-12-14,AWS_RDS_Database,119.47
2017-12-15,AWS_EKS_Kubernetes,245.18
2017-12-15,AWS_RDS_Database,105.56
2017-12-16,AWS_EKS_Kubernetes,195.47
2017-12-16,AWS_RDS_Database,100.62
2017-12-17,AWS_EKS_Kubernetes,216.69
2017-12-17,AWS_RDS_Database,85.59
2017-12-18,AWS_EKS_Kubernetes,180.79
2017-12-18,AWS_RDS_Database,108.19
2017-12-19,AWS_EKS_Kubernetes,217.34
2017-12-19,AWS_RDS_Database,118.8
2017-12-20,AWS_EKS_Kubernetes,217.26
2017-12-20,AWS_RDS_Database,97.75
2017-12-21,AWS_EKS_Kubernetes,167.71
2017-12-21,AWS_RDS_Database,107.71
2017-12-22,AWS_EKS_Kubernetes,244.46
2017-12-22,AWS_RDS_Database,107.33
2017-12-23,AWS_EKS_Kubernetes,211.78
2017-12-23,AWS_RDS_Database,114.76
2017-12-24,AWS_EKS_Kubernetes,153.04
2017-12-24,AWS_RDS_Database,117.24
2017-12-25,AWS_EKS_Kubernetes,217.65
2017-12-25,AWS_RDS_Database,88.63
2017-12-26,AWS_EKS_Kubernetes,189.39
2017-12-26,AWS_RDS_Database,106.05
2017-12-27,AWS_EKS_Kubernetes,215.78
2017-12-27,AWS_RDS_Database,119.98
2017-12-28,AWS_EKS_Kubernetes,247.72
2017-12-28,AWS_RDS_Database,96.28
2017-12-29,AWS_EKS_Kubernetes,228.24
2017-12-29,AWS_RDS_Database,102.68
2017-12-30,AWS_EKS_Kubernetes,237.85
2017-12-30,AWS_RDS_Database,96.17
2017-12-31,AWS_EKS_Kubernetes,216.76
2017-12-31,AWS_RDS_Database,112.31
2018-01-01,AWS_EKS_Kubernetes,229.78
2018-01-01,AWS_RDS_Database,97.42
2018-01-02,AWS_EKS_Kubernetes,162.02
2018-01-02,AWS_RDS_Database,101.78
2018-01-03,AWS_EKS_Kubernetes,182.46
2018-01-03,AWS_RDS_Database,94.66
2018-01-04,AWS_EKS_Kubernetes,219.55
2018-01-04,AWS_RDS_Database,95.54
2018-01-05,AWS_EKS_Kubernetes,173.75
2018-01-05,AWS_RDS_Database,94.93
2018-01-06,AWS_EKS_Kubernetes,157.32
2018-01-06,AWS_RDS_Database,104.14
2018-01-07,AWS_EKS_Kubernetes,211.95
2018-01-07,AWS_RDS_Database,98.54
2018-01-08,AWS_EKS_Kubernetes,236.33
2018-01-08,AWS_RDS_Database,100.76
2018-01-09,AWS_EKS_Kubernetes,152.56
2018-01-09,AWS_RDS_Database,93.65
2018-01-10,AWS_EKS_Kubernetes,189.88
2018-01-10,AWS_RDS_Database,103.21
2018-01-11,AWS_EKS_Kubernetes,210.79
2018-01-11,AWS_RDS_Database,110.6
2018-01-12,AWS_EKS_Kubernetes,221.81
2018-01-12,AWS_RDS_Database,118.22
2018-01-13,AWS_EKS_Kubernetes,169.58
2018-01-13,AWS_RDS_Database,80.3
2018-01-14,AWS_EKS_Kubernetes,239.8
2018-01-14,AWS_RDS_Database,89.74
2018-01-15,AWS_EKS_Kubernetes,156.03
2018-01-15,AWS_RDS_Database,117.38
2018-01-16,AWS_EKS_Kubernetes,160.14
2018-01-16,AWS_RDS_Database,99.43
2018-01-17,AWS_EKS_Kubernetes,178.49
2018-01-17,AWS_RDS_Database,92.29
2018-01-18,AWS_EKS_Kubernetes,203.92
2018-01-18,AWS_RDS_Database,92.45
2018-01-19,AWS_EKS_Kubernetes,221.62
2018-01-19,AWS_RDS_Database,90.9
2018-01-20,AWS_EKS_Kubernetes,162.19
2018-01-20,AWS_RDS_Database,87.25
2018-01-21,AWS_EKS_Kubernetes,168.14
2018-01-21,AWS_RDS_Database,101.01
2018-01-22,AWS_EKS_Kubernetes,160.69
2018-01-22,AWS_RDS_Database,102.69
2018-01-23,AWS_EKS_Kubernetes,246.29
2018-01-23,AWS_RDS_Database,99.34
2018-01-24,AWS_EKS_Kubernetes,205.02
2018-01-24,AWS_RDS_Database,81.74
2018-01-25,AWS_EKS_Kubernetes,245.14
2018-01-25,AWS_RDS_Database,104.06
2018-01-26,AWS_EKS_Kubernetes,238.42
2018-01-26,AWS_RDS_Database,89.12
2018-01-27,AWS_EKS_Kubernetes,211.1
2018-01-27,AWS_RDS_Database,96.44
2018-01-28,AWS_EKS_Kubernetes,240.0
2018-01-28,AWS_RDS_Database,94.14
2018-01-29,AWS_EKS_Kubernetes,228.05
2018-01-29,AWS_RDS_Database,90.99
2018-01-30,AWS_EKS_Kubernetes,192.37
2018-01-30,AWS_RDS_Database,106.7
2018-01-31,AWS_EKS_Kubernetes,212.39
2018-01-31,AWS_RDS_Database,98.07
2018-02-01,AWS_EKS_Kubernetes,166.8
2018-02-01,AWS_RDS_Database,109.47
2018-02-02,AWS_EKS_Kubernetes,171.67
2018-02-02,AWS_RDS_Database,83.83
2018-02-03,AWS_EKS_Kubernetes,214.2
2018-02-03,AWS_RDS_Database,104.28
2018-02-04,AWS_EKS_Kubernetes,173.19
2018-02-04,AWS_RDS_Database,95.64
2018-02-05,AWS_EKS_Kubernetes,199.68
2018-02-05,AWS_RDS_Database,119.51
2018-02-06,AWS_EKS_Kubernetes,219.51
2018-02-06,AWS_RDS_Database,96.17
2018-02-07,AWS_EKS_Kubernetes,972.46
2018-02-07,AWS_RDS_Database,107.7
2018-02-08,AWS_EKS_Kubernetes,160.41
2018-02-08,AWS_RDS_Database,108.97
2018-02-09,AWS_EKS_Kubernetes,177.42
2018-02-09,AWS_RDS_Database,83.18
2018-02-10,AWS_EKS_Kubernetes,239.42
2018-02-10,AWS_RDS_Database,87.67
2018-02-11,AWS_EKS_Kubernetes,172.67
2018-02-11,AWS_RDS_Database,94.2
2018-02-12,AWS_EKS_Kubernetes,201.91
2018-02-12,AWS_RDS_Database,82.7
2018-02-13,AWS_EKS_Kubernetes,173.37
2018-02-13,AWS_RDS_Database,101.6
2018-02-14,AWS_EKS_Kubernetes,215.09
2018-02-14,AWS_RDS_Database,101.32
2018-02-15,AWS_EKS_Kubernetes,1097.15
2018-02-15,AWS_RDS_Database,106.78
2018-02-16,AWS_EKS_Kubernetes,205.78
2018-02-16,AWS_RDS_Database,109.23
2018-02-17,AWS_EKS_Kubernetes,706.11
2018-02-17,AWS_RDS_Database,102.49
2018-02-18,AWS_EKS_Kubernetes,219.0
2018-02-18,AWS_RDS_Database,88.04
2018-02-19,AWS_EKS_Kubernetes,159.67
2018-02-19,AWS_RDS_Database,98.01
2018-02-20,AWS_EKS_Kubernetes,184.76
2018-02-20,AWS_RDS_Database,106.6
2018-02-21,AWS_EKS_Kubernetes,242.72
2018-02-21,AWS_RDS_Database,89.39
2018-02-22,AWS_EKS_Kubernetes,165.24
2018-02-22,AWS_RDS_Database,119.7
2018-02-23,AWS_EKS_Kubernetes,204.0
2018-02-23,AWS_RDS_Database,113.68
2018-02-24,AWS_EKS_Kubernetes,212.36
2018-02-24,AWS_RDS_Database,83.56
2018-02-25,AWS_EKS_Kubernetes,162.77
2018-02-25,AWS_RDS_Database,113.04
2018-02-26,AWS_EKS_Kubernetes,220.87
2018-02-26,AWS_RDS_Database,81.45
2018-02-27,AWS_EKS_Kubernetes,176.31
2018-02-27,AWS_RDS_Database,94.41
2018-02-28,AWS_EKS_Kubernetes,243.7
2018-02-28,AWS_RDS_Database,102.15
2018-03-01,AWS_EKS_Kubernetes,189.7
2018-03-01,AWS_RDS_Database,97.89
2018-03-02,AWS_EKS_Kubernetes,201.57
2018-03-02,AWS_RDS_Database,116.78
2018-03-03,AWS_EKS_Kubernetes,249.22
2018-03-03,AWS_RDS_Database,114.06
2018-03-04,AWS_EKS_Kubernetes,243.06
2018-03-04,AWS_RDS_Database,84.65
2018-03-05,AWS_EKS_Kubernetes,188.06
2018-03-05,AWS_RDS_Database,115.12
2018-03-06,AWS_EKS_Kubernetes,230.59
2018-03-06,AWS_RDS_Database,111.6
2018-03-07,AWS_EKS_Kubernetes,158.09
2018-03-07,AWS_RDS_Database,96.12
2018-03-08,AWS_EKS_Kubernetes,1300.05
2018-03-08,AWS_RDS_Database,93.84
2018-03-09,AWS_EKS_Kubernetes,232.25
2018-03-09,AWS_RDS_Database,85.3
2018-03-10,AWS_EKS_Kubernetes,242.28
2018-03-10,AWS_RDS_Database,99.48
2018-03-11,AWS_EKS_Kubernetes,226.48
2018-03-11,AWS_RDS_Database,86.99
2018-03-12,AWS_EKS_Kubernetes,189.87
2018-03-12,AWS_RDS_Database,85.85
2018-03-13,AWS_EKS_Kubernetes,156.82
2018-03-13,AWS_RDS_Database,81.03
2018-03-14,AWS_EKS_Kubernetes,1304.83
2018-03-14,AWS_RDS_Database,101.98
2018-03-15,AWS_EKS_Kubernetes,181.18
2018-03-15,AWS_RDS_Database,100.25
2018-03-16,AWS_EKS_Kubernetes,160.57
2018-03-16,AWS_RDS_Database,105.63
2018-03-17,AWS_EKS_Kubernetes,211.96
2018-03-17,AWS_RDS_Database,106.01
2018-03-18,AWS_EKS_Kubernetes,156.13
2018-03-18,AWS_RDS_Database,111.23
2018-03-19,AWS_EKS_Kubernetes,155.82
2018-03-19,AWS_RDS_Database,119.79
2018-03-20,AWS_EKS_Kubernetes,219.5
2018-03-20,AWS_RDS_Database,119.35
2018-03-21,AWS_EKS_Kubernetes,164.22
2018-03-21,AWS_RDS_Database,84.86
2018-03-22,AWS_EKS_Kubernetes,160.1
2018-03-22,AWS_RDS_Database,107.69
2018-03-23,AWS_EKS_Kubernetes,200.94
2018-03-23,AWS_RDS_Database,119.87
2018-03-24,AWS_EKS_Kubernetes,211.52
2018-03-24,AWS_RDS_Database,92.25
2018-03-25,AWS_EKS_Kubernetes,202.7
2018-03-25,AWS_RDS_Database,97.04
2018-03-26,AWS_EKS_Kubernetes,238.66
2018-03-26,AWS_RDS_Database,97.99
2018-03-27,AWS_EKS_Kubernetes,186.78
2018-03-27,AWS_RDS_Database,96.57
2018-03-28,AWS_EKS_Kubernetes,223.36
2018-03-28,AWS_RDS_Database,110.77
2018-03-29,AWS_EKS_Kubernetes,191.62
2018-03-29,AWS_RDS_Database,99.25
2018-03-30,AWS_EKS_Kubernetes,175.98
2018-03-30,AWS_RDS_Database,110.41
2018-03-31,AWS_EKS_Kubernetes,203.53
2018-03-31,AWS_RDS_Database,88.61
2018-04-01,AWS_EKS_Kubernetes,174.12
2018-04-01,AWS_RDS_Database,119.03
2018-04-02,AWS_EKS_Kubernetes,245.96
2018-04-02,AWS_RDS_Database,99.51
2018-04-03,AWS_EKS_Kubernetes,204.8
2018-04-03,AWS_RDS_Database,98.18
2018-04-04,AWS_EKS_Kubernetes,159.81
2018-04-04,AWS_RDS_Database,99.53
2018-04-05,AWS_EKS_Kubernetes,182.47
2018-04-05,AWS_RDS_Database,109.49
2018-04-06,AWS_EKS_Kubernetes,187.59
2018-04-06,AWS_RDS_Database,95.78
2018-04-07,AWS_EKS_Kubernetes,1453.43
2018-04-07,AWS_RDS_Database,115.68
2018-04-08,AWS_EKS_Kubernetes,181.54
